so_question_id,so_answer_score,status,total_score,resource,fixture_type,penalty,d1,d2,d3,d4,d5,g3_pass,g4_new,question_raw
CMPE,0,discard_score,1.4,Ingress,conceptual,0.3,2,1,2,1,3,True,False,"<p>I have a Kafka cluster that is running on K8S. I am using the confluent kafka image as and I have an EXTERNAL listeners that is working.
How can I add SSL encryption? Should I use an ingress? Where"
unknown,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am creating k8s cluster from digital ocean but every time I am getting same warning after I create cluster and open that cluster in lens ID.</p>
<p>Here is the screenshot of warning:</p>
<p><a hr"
MSA,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I want to access my Kubernetes cluster API in Go to run <code>kubectl</code> command to get available namespaces in my k8s cluster which is running on google cloud.</p>

<p>My sole purpose is to ge"
dazzed,0,review,1.8,Ingress,conceptual,0.3,2,3,2,1,2,True,False,<p>I'm trying to start minikube on ubuntu 18.04 inside nginx proxy manager docker network in order to setup some kubernetes services and manage the domain names and the proxy hosts in the nginx proxy 
Tim Jarvis,0,discard_score,1.55,Deployment,followup,0.3,2,2,2,1,2,True,False,"<p>When I try to run a container in the cluster, I get a message ""<code>deployment test created</code>"" but when I look at the dashboard I can see that its in an error state (<code>Failed to pull imag"
Praveen Sripati,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have installed a K8S cluster on laptop using Kubeadm and VirtualBox. It seems a bit odd that the cluster has to be up and running to see the documentation as shown below.</p>

<pre><code>praveens"
gsf,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am using <code>launcher.gcr.io/google/jenkins2</code> to run jenkins in gcp kubernetes engine.</p>

<p>Everything seems ok except that I get <code>Could not initialize class org.jfree.chart.JFree"
Khushaboo Shandilya,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>With k3d, I am receiving a DNS error when the pod tries to access a URL over the internet.</p>
<pre><code>ERROR:
getaddrinfo EAI_AGAIN DNS could not be resolved
</code></pre>
<p>How can I get past "
Rodi,0,discard_score,1.75,Node,followup,0.0,2,2,2,1,1,True,True,"<p>I am going to start with an example. Say I have an AKS cluster with three nodes. Each of these nodes runs a set of pods, let's say 5 pods. That's 15 pods running on my cluster in total, 5 pods per "
Jay Rajput,0,discard_score,1.55,Pod,relationship,0.3,1,2,3,1,3,True,False,<p>I am trying to find a DB (object storage) for my application. The application is really a wrapper over ISTIO Network Routing API. Basically simplifying the ISTIO configuratin for my network. Kubern
Joey Yi Zhao,0,discard_score,1.5,Service,conceptual,0.3,1,3,2,1,2,True,False,"<p>I have a kibana running inside docker container in k8s. And I put a nginx as sidecar to forward all traffic to kibana based on path.</p>
<p>Below is my nginx configuration. It works fine for elasti"
PJEM,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Im having k8s controller which needs to install some resources and update the status and condition accordantly</p>
<p>The flow in the reconcile is like following:</p>
<ol>
<li>Install the resource "
Tutai Kumar Dalal,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I can create config map from a property file and use the same config files inside the POD. However, I don't want to use the configmap created in past and supplied with the helmchart. Rather in the "
Matheus Chignolli,0,review,2.0,Namespace,conceptual,0.0,3,1,2,1,3,True,True,"<p>my problem is that I need to increase NATS max_payload in production environment but it uses Kubernetes and I have no idea how to do that, I tried to use ConfigMap but I had not success.</p>
<p>In "
Alex Flint,0,review,1.95,Secret,conceptual,0.3,3,2,2,1,3,True,False,"<p>How can I issue a <code>kubectl run</code> that pulls an environment var from a k8s secret configmap?</p>

<p>Currently I have:</p>

<p><code>kubectl run oneoff -i --rm NAME --image=IMAGE --env SEC"
Benjamin,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have a single kubernetes service called MyServices which hold four deployments. Each deployment is running as a single pod and each pod has its own port number.</p>

<p><a href=""https://i.stack.i"
ericpap,0,review,1.8,Deployment,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>I'm trying to access .NET Web API which I docker-ized and mounted in an Kubernet Cluster on Microsoft Azure.</p>

<p>The application works fine on local docker machine.
The cluster is running, my d"
Bogdan993,0,accept,2.4,Namespace,conceptual,0.0,3,3,2,1,2,True,True,"<p>I just started working with ArgoCD and I have an issue I can't find the answer for.</p>
<p>I have a file called <code>clusters.yaml</code> in my Git repo:</p>
<pre><code>clusters:
- name: cluster1-"
Bertone,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am experiencing an issue using the helm_release resource in Terraform.</p>
<p>I basically deployed a <code>kube-prometheus-stack</code> that includes many k8s resources and that works smoothly.</"
SteveP,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>What setting up a new Kubernetes endpoint and clicking ""Verify Connection"" the error message:
""The Kubconfig does not contain user field. Please check the kubeconfig. "" - is always displayed. </p>
"
shiv455,0,discard_score,1.3,Node,conceptual,0.3,2,1,2,1,2,True,False,"<p>Is it possible to get a list of pods that are Running on matser from kubectl?</p>

<p>i have tried this </p>

<pre><code>kubectl get pods -o wide --sort-by=""{.spec.nodeName}""
</code></pre>

<p>but "
lGSMl,0,review,1.85,Pod,conceptual,0.0,2,2,2,1,2,True,True,"<p>As per k8s docs:</p>
<p><a href=""https://kubernetes.io/docs/concepts/workloads/controllers/job/#pod-backoff-failure-policy"" rel=""nofollow noreferrer"">https://kubernetes.io/docs/concepts/workloads/c"
Peter Penzov,0,review,1.85,Secret,yaml_gen,0.0,1,2,3,1,3,True,True,"<p>I want to configure Jenkins sever to execute commands into Kubernetes. I created token using:</p>
<pre><code>kubectl create sa cicd

kubectl get sa,secret


cat &lt;&lt;EOF | kubectl apply -f -
api"
ladhari,0,review,1.8,Ingress,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>I am using Kubernetes and Google Cloud to host my web application
and was looking for a way to increase the time for waiting for the server response before returning the error
<code>Internal server"
Swapnil Deshmukh,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to set up conditions in the bash script that will make sure if the file exists skip the entire code and go to the next part</p>
<p>'''</p>
<pre><code>            echo &quot;k8s: startin"
unmesh_swar,0,review,1.8,Pod,conceptual,0.0,2,1,3,1,2,True,True,"<p>How does pods get unique IP addresses even if they reside in the same worker node?</p>

<p>Also pod is not a device what is logic behind having it an IP address?<br>
Is the IP address assigned to a"
nzkeith,0,discard_score,1.0,Ingress,conceptual,0.3,1,1,2,1,2,True,False,"<p>The Istio ingress gateway exposes the following ports by default:</p>

<pre><code>80:31380/TCP,443:31390/TCP,31400:31400/TCP
</code></pre>

<p>Why does it expose 31400 and map it to 31400? I can't "
payne,0,discard_g3,0.0,Secret,conceptual,0.0,0,0,0,0,0,False,True,"<h1>Question</h1>
<p>Given this single-line string:</p>
<pre><code>PG_USER=postgres PG_PORT=1234 PG_PASS=icontain=and*symbols
</code></pre>
<p>What would be the right way to assign each value to its d"
Fabian Schmied,0,discard_score,1.65,Deployment,relationship,0.3,2,2,3,1,1,True,False,"<p>Assuming I have a Kubernetes Deployment object with the <code>Recreate</code> strategy and I update the Deployment with a new container image version. Kubernetes will:</p>
<ol>
<li>scale down/kill "
berserk23,0,review,1.9,Pod,followup,0.0,3,1,2,1,2,True,True,"<p>My pod can't be created because of the following problem:</p>
<pre><code>Failed to pull image &quot;europe-west3-docker.pkg.dev/&lt;PROJECT_ID&gt;/&lt;REPO_NAME&gt;/my-app:1.0.0&quot;: rpc error: c"
user1578872,0,discard_score,1.55,Pod,conceptual,0.0,1,2,2,1,2,True,True,"<p>Most of my images that I deploy into Kubernetes has the common base (From) image. So, I have multiple applications deployed into multiple pods. How does the Docker layer cache work across multiple "
beatrice,0,accept,2.25,Pod,conceptual,0.0,3,2,2,1,3,True,True,"<p>I have a Postgres pod which has a mounted volume:</p>

<pre><code>kind: PersistentVolume
apiVersion: v1
metadata:
  name: postgres-pv
  labels:
    type: local
spec:
  storageClassName: manual
  ca"
jtee,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>For example, a defer function is implemented within a webhook's logic (the webhook is written in Golang). The webhook times out after taking too long to complete. In this case, will the defer funct"
AAV,0,discard_score,1.65,Deployment,conceptual,0.3,2,2,2,1,3,True,False,"<p>I understand that blue-green deployment means having two versions of production code deployed. It allows us to test in production.</p>
<p>Assume that we have an e-commerce application, and both dep"
user1578872,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am deploying a Spring boot application to Kubernetes. My Docker file is as follows.</p>
<pre><code>FROM alpine-jdk1.8:latest

RUN mkdir -p /ext/app

COPY target/app-service.war /ext/app

ENV JAVA"
Franco Tiveron,0,discard_score,1.35,Service,relationship,0.3,1,2,3,1,1,True,False,"<p>Has someone experience in debugging .NET 6 F# code running in a service-less deployment/pod inside a kubernetes cluster in AKS with Visual Studio (ideally 2022)?</p>
<p>Bridge to Kubernetes is not "
Randi,0,discard_score,1.65,Service,conceptual,0.3,2,2,2,1,3,True,False,"<p>I have a micro service written using <code>Java EE + Openliberty</code>. I have deployed this into <code>kubernetes</code> in my <code>Docker-Desktop</code>. I want to know, is there any way to deb"
gkgkgkgk,0,discard_score,1.7,Namespace,conceptual,0.0,2,1,2,1,3,True,True,<p>How do I get the current namespace of a deployment/service using the kubernetes client-go API? It doesn't seem to be in the client object or in the config.</p>
Marlon Brando aka Ben,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a AWS <strong>LoadBalancer</strong> which created using <code>Kube</code>, <code>Kops</code> and <code>AWS</code>.
protocl type for the <strong>ELB</strong> is <strong>tcp</strong>. this wor"
user3740179,0,review,1.95,Namespace,conceptual,0.0,2,2,2,1,3,True,True,"<p>I need to move my filebeat to other namespace, but I must keep registry , I mean that:</p>
<pre><code> # data folder stores a registry of read status for all files, so we don't send everything agai"
Deekly,0,review,1.8,Pod,relationship,0.3,1,3,3,1,3,True,False,<p>I wrote a script that checks the kubernetes pods and in case of hanging it must write pod logs and delete it. Kube master is on another server and I try to connect to it by ssh. It's working good w
Adolf H,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p><strong>Scenario:</strong></p>

<p>I need to build a web-app, from which I can run/sop/delete/etc. containers in a cluster. So I installed <code>Kubernetes</code> and tested the API from the consol"
dsatish,0,accept,2.0,Pod,conceptual,0.0,1,3,3,1,2,True,True,"<p>I have a microservice deployed in a Tomcat container/pod. There are four different files generated in the container - access.log, tomcat.log, catalina.out and application.log (log4j output). What i"
kawty,0,accept,2.7,Role,yaml_gen,0.0,3,3,3,1,3,True,True,<p>I'd like to confirm information of the authenticated user and assigned role and assigned cluster role. How can I do it?</p>
ollaw,0,discard_score,1.35,Pod,relationship,0.3,1,2,3,1,1,True,False,"<p>I'm running Jenkins on EKS cluster with <a href=""https://plugins.jenkins.io/kubernetes/"" rel=""nofollow noreferrer"">k8s plugin</a> and i'd like to write a <strong>declarative</strong> pipeline in wh"
Tyler Stone,0,discard_score,1.75,Node,conceptual,0.3,2,2,3,1,2,True,False,"<p>I'm learning Kubernetes and trying to follow the following tutorial to create a Mysql database:</p>
<p><a href=""https://kubernetes.io/docs/tasks/run-application/run-single-instance-stateful-applica"
Rajendar Talatam,0,review,1.9,Pod,conceptual,0.0,3,1,2,1,2,True,True,"<p>I am working with minikube , currently creating config-maps attaching as volume to the pod
this is my test-config.yaml</p>
<pre><code>apiVersion: v1
kind: ConfigMap
metadata:
  creationTimestamp: 2"
hashmim,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to deploy a configmap onto a cluster </p>

<pre><code>- name: Make/Update all configmaps on the cluster
 kubernetes:
 api_endpoint: blah
 url_username: blah
 url_password: blah
 inline_"
Dave L.,0,discard_score,1.45,Service,followup,0.3,2,2,2,1,1,True,False,"<p>In my Kubernetes <code>Service</code>, running on OpenShift, I have an annotation like this:</p>
<pre><code>  annotations:
    service.beta.openshift.io/serving-cert-secret-name: &quot;...&quot;
</"
RndmSymbl,0,review,1.85,Secret,conceptual,0.3,2,2,3,1,3,True,False,<p>I have observed that <code>kubectl</code> inserts an additional <code>\</code> to linefeed characters when using the <code>--from-literal</code> option. It works as expected when loading &quot;the 
Simon Ernesto Cardenas Zarate,0,review,1.8,Pod,followup,0.0,1,3,2,1,2,True,True,"<p>I am trying to create a statefulset that runs zookeper, but I want it to run as non-root (i.e. under the zookeper user).<br />
This is the image used for this:</p>
<p><a href=""https://github.com/ku"
AhmFM,0,accept,2.2,Pod,followup,0.0,2,3,2,1,3,True,True,"<p>Basically, I need clarification if this is the right way to do: I am able to run sed command inside a container on a k8s pod. Now, the same sed I want to loop over for 10times but am not sure if th"
